seed,pin_set,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,refusal
0,default,7.7400864,2.8092975,0.059762707,9,0.35533199,0.50274848,52,
1,default,6.4981565,3.2100221,0.044675553,8,0.31364207,0.74607767,29,
2,default,5.8879984,3.7876816,0.035813681,8,0.38786719,0.73512268,22,
3,default,7.3088393,3.0861716,0.058053806,7,0.34562687,0.8227221,42,
4,default,7.2560325,3.0378287,0.054025682,10,0.22800511,0.62965676,29,
5,default,6.4681048,3.6101573,0.039353547,9,0.28333956,0.65102615,25,
6,default,6.8202578,3.5869326,0.046482105,8,0.23677154,0.58883704,34,
7,default,7.0640244,3.1574584,0.055270739,6,0.35906396,0.65919145,28,
8,default,6.2802317,3.712937,0.042331917,7,0.28722892,0.73426265,24,
9,default,7.276311,3.091528,0.052658562,8,0.24967099,0.74787811,38,
10,default,7.7457726,3.0766788,0.042917826,7,0.36851085,0.54891776,46,
11,default,6.7387036,3.3626232,0.037131976,9,0.20780812,0.68159155,32,
12,default,7.3655965,2.9384203,0.055270739,7,0.31784653,0.70742041,53,
13,default,6.8497743,3.356133,0.046750647,10,0.21532798,0.75509357,47,
14,default,6.3674706,3.6351697,0.038596748,10,0.2178427,0.74667626,33,
15,default,7.1619988,3.3222952,0.053024755,7,0.35960077,0.66732039,21,
16,default,8.3271823,2.9565905,0.069356965,7,0.29589527,0.63502453,39,
17,default,6.3787163,3.7146453,0.044065231,6,0.37585689,0.7047962,21,
18,default,6.6788003,3.1892666,0.041379815,10,0.2806327,0.67643995,27,
19,default,7.0532609,3.1804995,0.046286802,6,0.36603177,0.67582021,34,
20,default,7.2248185,3.3504102,0.040134759,12,0.36052608,0.75040281,37,
21,default,7.0266923,2.9918149,0.059079147,7,0.21725541,0.73812721,40,
22,default,7.2496713,3.2615937,0.053903618,9,0.38110574,0.66649403,41,
23,default,6.4640405,3.3763977,0.042844588,8,0.2500619,0.73622056,22,
24,default,6.6041806,3.4490005,0.045993848,7,0.41728213,0.76749996,21,
25,default,6.6155884,3.3787809,0.051511157,4,0.86756358,0.69813907,22,
26,default,6.9019094,3.0388365,0.057565549,6,0.28308488,0.77023257,36,
27,default,6.8569475,3.3671275,0.03989063,11,0.2108747,0.76457692,31,
28,default,7.4196993,2.9577242,0.041257751,11,0.2335335,0.72044613,33,
29,default,6.3840137,3.4233164,0.048117768,5,0.56900465,0.50911821,22,
30,default,7.5361306,3.1078402,0.057565549,8,0.426197,0.67767374,24,
31,default,6.9311934,3.098381,0.046189151,9,0.19201908,0.77674496,43,
32,default,5.948092,3.5592907,0.034300083,10,0.25350318,0.73356321,26,
33,default,6.2874626,3.8656481,0.039451199,9,0.22639964,0.76734534,16,
34,default,6.0421502,4.1371639,0.032102925,8,0.2503172,0.71848705,22,
35,default,6.2789298,3.4064238,0.045066159,11,0.25645487,0.65502316,26,
36,default,5.4634332,3.8291245,0.040525365,7,0.23357364,0.66605146,17,
37,default,5.6317426,3.8407249,0.035056882,7,0.29508857,0.4933039,20,
38,default,6.1767647,3.7198177,0.033201504,9,0.25032753,0.5061317,29,
39,default,7.6143866,3.2733634,0.04728773,12,0.22593523,0.73708465,36,
40,default,6.9952487,3.4104288,0.050729945,12,0.1614786,0.80673063,37,
41,default,6.7568937,3.3070934,0.041794834,10,0.2248576,0.73075364,36,
42,default,6.4431293,3.4665879,0.040891558,12,0.18426577,0.74173929,23,
43,default,7.6760261,2.852381,0.048996631,10,0.26338773,0.68800962,51,
44,default,6.6446884,3.3740462,0.053586251,6,0.24008866,0.6694874,23,
45,default,6.5967658,3.7614863,0.039158244,10,0.24917701,0.59195055,30,
46,default,7.947338,3.0041789,0.045407939,7,0.37820513,0.73357467,48,
47,default,6.7364409,3.2805841,0.046506518,8,0.27004788,0.74315463,22,
48,default,7.4840835,3.1843057,0.057028465,7,0.36351619,0.6983812,29,
49,default,5.9457245,3.6665413,0.041282164,7,0.26915631,0.60740748,20,
50,default,6.5262516,3.2975826,0.059030321,5,0.38609543,0.67925857,28,
51,default,5.5275262,3.8374291,0.032249402,10,0.21432027,0.67396774,22,
52,default,7.2149251,3.0721656,0.064181436,6,0.49075954,0.6342891,43,
53,default,6.4824132,3.836646,0.044089644,9,0.20389954,0.77810003,29,
54,default,7.7863056,2.7793981,0.067428348,7,0.52414738,0.68426631,41,
55,default,8.4177871,2.5627652,0.074630145,4,0.57105064,0.70140923,37,
56,default,7.6973212,2.8770063,0.060153313,10,0.49322327,0.65616399,36,
57,default,6.453761,3.4713509,0.045969435,8,0.27713397,0.58902764,19,
58,default,6.6420941,3.4066373,0.046506518,8,0.24705713,0.55225494,24,
59,default,6.0757122,3.7442607,0.04150188,9,0.19015467,0.70285264,24,
60,default,8.0392898,2.982866,0.052194717,9,0.1900542,0.74085675,58,
61,default,6.0296009,3.5796563,0.033689761,7,0.24695415,0.68892648,28,
62,default,6.0737199,3.3450244,0.043772277,9,0.2932939,0.75517065,23,
63,default,7.0490955,3.048401,0.051389092,9,0.28188375,0.76653205,38,
64,default,6.8852356,3.5112507,0.045066159,10,0.246387,0.71640563,24,
65,default,7.1013852,3.0736098,0.053415361,5,0.5558208,0.75979289,36,
66,default,7.3210718,2.9299046,0.04797129,9,0.27666188,0.7583539,34,
67,default,6.0401373,3.7302277,0.04252722,7,0.32707289,0.77831998,29,
68,default,7.1045795,3.0295421,0.060324203,6,0.2932923,0.74097501,29,
69,default,7.0466195,3.4940254,0.051828524,10,0.24379284,0.75629364,32,
70,default,7.0448464,3.2382157,0.038987354,11,0.17857445,0.69862556,28,
71,default,7.6769525,2.8554528,0.070138177,7,0.45868782,0.62326974,27,
72,default,8.8003125,2.6208096,0.071578536,13,0.2052886,0.59075391,60,
73,default,7.4532543,3.2463433,0.045945022,9,0.24960686,0.67701976,38,
74,default,7.147755,3.4505802,0.050900835,8,0.35388071,0.57885764,30,
75,default,7.9860944,3.1884497,0.051975001,12,0.18176263,0.63200613,50,
76,default,7.0694024,3.3091803,0.047824813,8,0.26874554,0.75631073,29,
77,default,6.712004,3.5636639,0.050632293,8,0.20822658,0.64587775,32,
78,default,6.364011,3.5677684,0.049851081,10,0.23200055,0.80430218,25,
79,default,6.2039929,3.553477,0.043430497,8,0.38476236,0.65178653,27,
80,default,7.3418119,3.2197688,0.057541136,9,0.25080267,0.79341341,30,
81,default,5.1639496,4.4293383,0.032249402,6,0.348771,0.68960706,8,
82,default,6.2089987,3.7477269,0.037571408,9,0.14261564,0.75382061,23,
83,default,6.550563,3.5984587,0.04677506,8,0.30656569,0.66120734,30,
84,default,6.9646657,3.1539337,0.053097993,6,0.27711347,0.76210376,34,
85,default,6.1273946,3.4766386,0.036472828,6,0.29480052,0.72948028,24,
86,default,6.3231801,3.7482507,0.040842732,8,0.39035122,0.65335402,20,
87,default,6.6668876,3.3636288,0.051511157,9,0.26982883,0.74823007,28,
88,default,7.5688032,3.0022334,0.061447195,7,0.36317161,0.76123128,36,
89,default,5.9949241,3.8946779,0.037839949,6,0.38643422,0.79912887,21,
90,default,6.6499293,3.202158,0.042600459,11,0.38566203,0.7480489,41,
91,default,6.4458157,3.2652137,0.053195645,10,0.34084358,0.76947017,26,
92,default,6.466824,3.1492455,0.040769494,8,0.3337967,0.67728103,24,
93,default,7.4158872,3.3674502,0.04499292,11,0.25572095,0.74620217,39,
94,default,6.7678235,3.5368842,0.045456765,6,0.26223663,0.78778323,19,
95,default,7.3328741,2.8904961,0.067135394,7,0.52030624,0.76248893,28,
96,default,6.1298958,3.4243851,0.047580685,8,0.35905736,0.64517446,30,
97,default,6.7807014,3.0443535,0.056296079,7,0.37366076,0.76121423,33,
98,default,6.9112622,3.2633409,0.053024755,5,0.4621052,0.68184112,29,
99,default,6.4780663,3.5593607,0.044724379,7,0.28690736,0.69861614,33,
100,default,7.5471743,3.0099305,0.056637859,7,0.31969779,0.63493579,45,
101,default,5.8370116,3.2417577,0.037913188,8,0.24802528,0.70792886,26,
102,default,7.2610954,3.1440203,0.054196572,7,0.27131829,0.80282538,30,
103,default,6.7267461,3.3106711,0.04906987,10,0.35231386,0.63821957,24,
104,default,6.7225775,3.1838038,0.055099849,6,0.42597471,0.6641588,28,
105,default,6.0138769,3.5399522,0.036863434,9,0.15663261,0.58009165,25,
106,default,7.6619573,3.1448484,0.055221913,10,0.20625038,0.66953762,36,
107,default,6.9829867,3.6178979,0.043601387,11,0.24646045,0.73387609,28,
108,default,6.6164067,3.3673474,0.045847371,8,0.41437234,0.74298827,20,
109,default,6.7574276,2.9223707,0.04235633,12,0.17550442,0.75959182,25,
110,default,6.9812524,3.1450887,0.041404228,6,0.2618351,0.738115,28,
111,default,6.3498804,3.4257992,0.041526293,9,0.24829619,0.53866185,38,
112,default,6.8070607,3.2552394,0.04150188,11,0.37103926,0.65203618,35,
113,default,6.7703796,2.9900003,0.051511157,7,0.68086526,0.85340293,28,
114,default,7.1060658,2.7859313,0.043113129,4,0.77024451,0.62635244,35,
115,default,6.4652947,3.0883935,0.052194717,6,0.41900851,0.77818271,23,
116,default,6.8804884,3.6700166,0.04252722,9,0.33005806,0.75086869,36,
117,default,5.9549908,3.317176,0.046018261,9,0.3621996,0.72356743,22,
118,default,7.6089647,3.1867174,0.055417216,5,0.34766966,0.60505835,41,
119,default,7.2500232,3.0714199,0.057370246,5,0.38379403,0.71718605,37,
120,default,6.0233846,3.381418,0.048776915,8,0.26929449,0.76132821,27,
121,default,6.8675989,2.5877919,0.057345833,6,0.68903127,0.66495777,30,
122,default,6.7612718,3.432503,0.05170646,5,0.59439928,0.70459585,24,
123,default,6.4004698,3.4004968,0.042405156,6,0.51696981,0.79071985,33,
124,default,6.7422538,3.312778,0.04711684,10,0.16309773,0.79444195,24,
125,default,7.7291744,2.8882265,0.062301645,9,0.34296524,0.80883438,28,
126,default,6.716901,3.5634296,0.045114985,9,0.19910586,0.67065329,30,
127,default,6.7585151,3.3981158,0.038792051,11,0.25969913,0.61434882,30,
128,default,7.1759841,3.3422108,0.051462331,8,0.34179688,0.76117615,26,
129,default,6.4373017,3.5105058,0.043747864,7,0.24804954,0.58308214,31,
130,default,7.1047299,3.2519077,0.051559982,9,0.28679826,0.68593593,32,
131,default,8.1107147,2.7745635,0.064254675,7,0.60516905,0.61537745,64,
132,default,6.8712657,3.2733679,0.052682974,9,0.47968104,0.42395933,31,
133,default,7.8534213,2.9780563,0.053000342,11,0.20601623,0.67463069,57,
134,default,6.2499536,3.6112552,0.042624872,9,0.20365513,0.70626434,29,
135,default,6.5083428,3.2221975,0.048850154,7,0.53230294,0.70524262,26,
136,default,7.9388657,2.5630155,0.071944729,7,0.31303568,0.64972413,49,
137,default,6.5741143,3.5133832,0.042209853,9,0.36074781,0.73736634,30,
138,default,5.9517944,3.7562398,0.043528148,8,0.23078612,0.69962055,23,
139,default,8.6109746,3.0165372,0.054611591,13,0.22971893,0.63501131,56,
140,default,5.887132,4.0121546,0.03708315,9,0.17054969,0.73791766,30,
141,default,7.4728658,2.9273137,0.049167521,10,0.33084016,0.63755748,36,
142,default,7.9466403,2.8539388,0.058932669,7,0.29389464,0.79442166,38,
143,default,5.8150761,3.4784807,0.037669059,11,0.2495744,0.70041413,22,
144,default,6.5929455,3.223169,0.048093355,8,0.19948925,0.65468266,29,
145,default,6.0910478,3.2064041,0.033299155,9,0.21723501,0.69318578,24,
146,default,6.8570087,3.2081653,0.048288658,7,0.39314676,0.62176764,28,
147,default,6.263598,3.4777383,0.046042674,6,0.55757758,0.73904167,31,
148,default,7.1805746,2.8134421,0.055417216,5,0.53903387,0.64491209,27,
149,default,6.1355607,3.6215689,0.055221913,3,0.79082679,0.7541701,19,
150,default,6.1090339,3.4764479,0.043576974,7,0.21883179,0.67487827,16,
151,default,6.1916501,3.7819456,0.03742493,6,0.68083525,0.69137886,18,
152,default,8.043271,3.0798578,0.055661345,7,0.49598355,0.66875131,39,
153,default,6.7080079,2.934284,0.0601289,7,0.21818648,0.81080949,36,
154,default,6.7498215,3.2442766,0.04499292,8,0.18614148,0.6625212,35,
155,default,6.793121,3.6912703,0.044431424,9,0.19951453,0.70509396,31,
156,default,6.5565193,3.1530842,0.048825741,6,0.33331586,0.55230632,18,
157,default,5.2698656,3.3286413,0.034202432,5,0.68236891,0.6019573,17,
158,default,6.2407434,3.5808733,0.044284947,9,0.22557349,0.71957424,27,
159,default,6.6363758,3.1664972,0.06047068,8,0.2064113,0.67522893,24,
160,default,6.3109538,3.5769679,0.043161955,7,0.30621765,0.71355746,19,
161,default,6.3149293,3.8597497,0.039158244,9,0.26752121,0.81280211,19,
162,default,6.4061751,3.6061829,0.048239832,5,0.59056614,0.63625045,18,
163,default,6.6416392,3.5843195,0.036155461,7,0.31960461,0.76929413,33,
164,default,6.5727148,3.3612257,0.04889898,6,0.37766225,0.5170768,24,
165,default,7.2671068,2.886969,0.057638787,8,0.34283179,0.78928262,25,
166,default,6.6064268,3.2809314,0.057248181,8,0.35657472,0.71155084,34,
167,default,7.0405504,3.253119,0.052170304,4,0.59073813,0.6174718,33,
168,default,6.8229326,3.1414248,0.058200283,6,0.50621242,0.73548549,34,
169,default,8.1585435,2.627877,0.075167228,8,0.584437,0.61218001,39,
170,default,7.7211312,2.8226285,0.068136321,4,0.6778679,0.72071933,47,
171,default,6.8801291,3.418608,0.049265173,6,0.50149683,0.74111106,32,
172,default,7.048362,3.1113718,0.04975343,8,0.40131035,0.54582296,28,
173,default,7.022372,3.4772949,0.039255896,8,0.3359354,0.73027534,34,
174,default,7.1778757,3.2465459,0.043576974,9,0.24180865,0.64672556,46,
175,default,6.4527088,3.3552573,0.037791123,8,0.21362733,0.78426665,26,
176,default,6.5095088,3.2642055,0.046921537,8,0.27018564,0.6847123,25,
177,default,6.7057284,3.5162063,0.047092427,11,0.15146133,0.7109272,22,
178,default,6.2488718,3.3552401,0.036472828,9,0.22223242,0.69169619,32,
179,default,7.3811362,2.7734342,0.066573898,6,0.23657341,0.73886878,34,
180,default,6.6509712,3.5818547,0.045261462,9,0.21031104,0.69679215,23,
181,default,6.9676219,3.1366627,0.05571017,8,0.51899307,0.70960891,26,
182,default,5.9038218,3.3077234,0.047946878,4,0.49640938,0.65851887,17,
183,default,7.3263704,2.957819,0.051193789,11,0.20829805,0.73579293,31,
184,default,7.0549299,3.2721393,0.05256091,8,0.2149426,0.82816073,30,
185,default,7.5849292,2.8249135,0.06276549,7,0.2941715,0.68022332,35,
186,default,7.6738896,3.0482475,0.064523217,8,0.54468709,0.72172879,35,
187,default,6.9836828,3.4076281,0.051144964,9,0.45423002,0.68274254,21,
188,default,6.0117711,3.6259937,0.045310288,9,0.35053464,0.71069528,29,
189,default,8.1241993,2.6275495,0.067892193,7,0.25865528,0.71689859,69,
190,default,6.5069641,3.6082696,0.040623016,11,0.39971685,0.65242908,37,
191,default,7.3505694,3.09111,0.049362824,10,0.20971833,0.80715358,29,
192,default,6.5171238,3.4753776,0.042453982,7,0.33873414,0.74506796,25,
193,default,6.7261972,3.5589864,0.042087789,9,0.24826553,0.75862362,28,
194,default,5.8050022,3.5440871,0.039255896,8,0.4191578,0.60083794,24,
195,default,5.5261905,3.4460451,0.036082223,5,0.73029194,0.76363278,18,
196,default,6.9836236,3.0670734,0.03954885,11,0.17274599,0.74465812,37,
197,default,6.6815933,3.5677457,0.041208925,10,0.32708391,0.81686967,30,
198,default,7.3899659,3.3960886,0.049533714,9,0.33811837,0.68765332,42,
199,default,8.7781303,2.1669273,0.093428055,7,0.71310739,0.68246179,72,
200,default,5.9182216,3.4026833,0.047312143,4,0.56327895,0.79336598,20,
201,default,7.0986879,2.8905584,0.053366535,10,0.35037714,0.69148556,35,
202,default,6.2488835,3.1421825,0.04677506,5,0.44903284,0.68099865,18,
203,default,6.9829691,3.0544326,0.055124262,10,0.24119374,0.55523819,33,
204,default,6.9495948,3.1534542,0.052414433,8,0.53189171,0.67553537,25,
205,default,7.0853174,2.8429065,0.056711098,7,0.70199258,0.68154168,43,
206,default,7.1185019,3.3633165,0.052023827,6,0.40502122,0.75219123,23,
207,default,6.3669378,3.3445945,0.046652995,8,0.26843479,0.59475612,35,
208,default,6.3832347,3.372798,0.041208925,8,0.21583882,0.71818305,28,
209,default,6.7330174,3.1434208,0.045090572,8,0.25606776,0.62555539,34,
210,default,6.7771507,3.4166599,0.050192862,6,0.33853087,0.68619371,30,
211,default,5.2469375,4.0367509,0.033152678,6,0.35376719,0.73568703,24,
212,default,6.5270221,3.3947968,0.037742298,8,0.56955166,0.72761096,25,
213,default,6.9609225,3.1392714,0.048703677,7,0.27863559,0.68186274,30,
214,default,8.5703481,2.740759,0.065865925,8,0.221446,0.74531099,44,
215,default,7.3254207,3.0418082,0.059103559,8,0.36280716,0.63692651,35,
216,default,7.1096647,3.3545916,0.045432352,10,0.32121743,0.59138958,29,
217,default,6.774031,3.3631636,0.0502661,8,0.38380567,0.60431271,27,
218,default,7.1642802,3.1159368,0.045676481,11,0.20436554,0.70696939,40,
219,default,6.9148459,3.1871409,0.054196572,5,0.50883838,0.69958607,20,
220,default,7.4364149,3.2077576,0.059152385,9,0.38428639,0.69732627,37,
221,default,6.0313948,3.3008179,0.043039891,8,0.27745355,0.40150872,32,
222,default,7.4516612,3.1928029,0.054880133,7,0.4082464,0.54287388,34,
223,default,7.3421689,3.2947829,0.050632293,12,0.19022924,0.65931839,32,
224,default,6.4984758,3.2404299,0.044407011,8,0.25452251,0.8191894,27,
225,default,6.8463196,3.4976491,0.042380743,9,0.31756757,0.7139761,37,
226,default,6.2532696,3.4024201,0.044284947,9,0.28337735,0.48561594,29,
227,default,7.0774254,3.3605335,0.043088716,10,0.19539957,0.77633471,31,
228,default,7.8122322,2.4500278,0.071041453,9,0.6175037,0.52137902,45,
229,default,5.8732817,3.1499535,0.037620233,8,0.28880805,0.72326575,30,
230,default,6.2745099,3.4169762,0.047190079,6,0.40056168,0.7275841,28,
231,default,7.5220776,3.0020562,0.056784337,7,0.56260388,0.77973937,31,
232,default,6.5199017,3.5962577,0.040525365,6,0.29538754,0.73624147,30,
233,default,6.9049779,3.2708227,0.051608808,9,0.36110784,0.69450276,36,
234,default,5.7922568,4.0220537,0.035349836,7,0.47924932,0.58145547,13,
235,default,8.0587528,2.8845201,0.064694107,8,0.30346837,0.69870612,37,
236,default,6.9907863,3.0329379,0.052829452,7,0.25677419,0.71265466,33,
237,default,6.6426476,3.4520532,0.039597676,8,0.19998195,0.7002763,23,
238,default,6.850748,3.2780538,0.04728773,9,0.23391813,0.39256709,31,
239,default,6.0584502,3.5183153,0.046677408,6,0.32264529,0.65713263,26,
240,default,6.7416228,3.3919661,0.050510229,8,0.2079693,0.71378351,26,
241,default,5.8632254,3.543225,0.044773204,8,0.18648906,0.70484351,23,
242,default,6.3522835,3.245782,0.046018261,8,0.35498455,0.7263385,26,
243,default,6.6390776,3.7902466,0.040867145,8,0.24205623,0.66126033,32,
244,default,6.6291105,3.4574273,0.042283092,9,0.23027736,0.78763762,38,
245,default,6.3761005,3.4052105,0.045407939,8,0.36535027,0.64930563,24,
246,default,7.0371659,3.0382128,0.042600459,8,0.2911985,0.76774221,39,
247,default,7.4022672,3.0368689,0.061764562,5,0.44582151,0.54863369,33,
248,default,7.0560481,3.1135039,0.052658562,9,0.18649439,0.65463112,39,
249,default,7.0967676,3.3554275,0.043723451,11,0.17473942,0.78993376,30,
250,default,5.8195877,3.689528,0.044919682,8,0.25661103,0.70942174,18,
251,default,7.0207481,3.1268023,0.045700894,10,0.24502447,0.76434372,28,
252,default,8.0367213,2.6681818,0.068014257,8,0.43588057,0.70845947,46,
253,default,6.2693706,3.912102,0.038816464,8,0.20861278,0.56761255,16,
254,default,7.0777142,3.0131275,0.047507446,9,0.26358123,0.77754607,39,
255,default,7.8391908,3.2655698,0.049436063,11,0.40153936,0.74223474,32,
256,default,6.1065769,3.6853425,0.035178946,9,0.19680478,0.66769562,20,
257,default,6.8865947,3.0092446,0.057052878,7,0.26242314,0.68707332,36,
258,default,6.1853892,3.7984162,0.037888775,8,0.30336432,0.69219276,27,
259,default,6.1874289,3.6098769,0.043747864,7,0.32304731,0.73964263,34,
260,default,6.1185357,3.3180923,0.049655779,7,0.34744817,0.78618394,21,
261,default,7.5188621,2.9941026,0.061764562,8,0.41580588,0.71163169,39,
262,default,7.3592348,3.4707226,0.04465114,9,0.35331623,0.61496021,37,
263,default,6.5820987,3.0175316,0.048093355,9,0.21618799,0.75313461,29,
264,default,6.4374653,3.1434168,0.035740442,9,0.21355315,0.69770948,27,
265,default,6.1780721,3.2203682,0.044602314,6,0.75954875,0.52064283,25,
266,default,5.9733732,3.3355277,0.049118695,8,0.29557339,0.65042468,21,
267,default,6.6448439,3.3460846,0.04728773,7,0.23929428,0.7521287,26,
268,default,7.2059993,3.0567377,0.051315854,6,0.27002053,0.71136807,30,
269,default,6.7912687,3.5267536,0.045237049,8,0.27388581,0.69358092,35,
270,default,5.456502,3.9317203,0.035911332,8,0.22737453,0.71294696,22,
271,default,7.3427638,3.2344351,0.046579757,10,0.16965742,0.82366362,31,
272,default,6.3562449,3.5000074,0.038987354,6,0.27405728,0.81440917,32,
273,default,6.9454584,3.4258075,0.037620233,8,0.24356744,0.759819,37,
274,default,7.0663481,3.2970879,0.048825741,7,0.65266308,0.79826547,27,
275,default,6.2081311,3.4918819,0.040793907,8,0.26454751,0.74112755,26,
276,default,7.6566135,3.0248584,0.052023827,12,0.20174987,0.66632,43,
277,default,8.201366,2.7962892,0.066647136,10,0.2175024,0.77023266,42,
278,default,7.3848118,3.0783899,0.056125189,8,0.35898013,0.69607929,45,
279,default,6.7188766,3.2989156,0.051340267,7,0.52729842,0.7531696,24,
280,default,6.830632,3.2553657,0.053488599,7,0.69031475,0.79189859,26,
281,default,7.298174,3.0053367,0.06191104,9,0.20128696,0.60182483,33,
282,default,5.9309135,3.7291756,0.04465114,9,0.15983027,0.71096023,15,
283,default,8.0720597,2.5864422,0.069332552,7,0.34408764,0.69783548,51,
284,default,6.3680909,3.7364079,0.036253113,9,0.26690018,0.69486035,23,
285,default,6.4167608,3.3487689,0.037571408,8,0.27895555,0.69486117,26,
286,default,6.7103106,3.1587428,0.052097066,5,0.68114257,0.69844074,30,
287,default,5.7216243,3.6161209,0.036350764,6,0.70280284,0.75825911,16,
288,default,6.1665269,3.4027688,0.039841805,10,0.29909981,0.62711207,19,
289,default,6.8899228,2.9608585,0.050461403,6,0.46897194,0.65045187,39,
290,default,7.8635551,2.7912481,0.068819882,6,0.50830263,0.67983163,37,
291,default,5.2058443,4.3911788,0.027342415,7,0.46461187,0.66623654,27,
292,default,7.5901774,2.7101766,0.06361994,7,0.34477459,0.66102241,45,
293,default,6.5419297,3.2662067,0.050705532,10,0.20834063,0.56931465,25,
294,default,6.6684307,3.5336323,0.05009521,10,0.27055236,0.71782102,38,
295,default,7.212904,2.8661469,0.063034032,7,0.40462643,0.80134108,39,
296,default,7.1773763,3.4410275,0.047653923,9,0.26736396,0.601206,37,
297,default,6.5475735,3.5274725,0.038914116,9,0.21522497,0.72909851,27,
298,default,6.7802975,3.2596454,0.047946878,7,0.64737238,0.63637843,30,
299,default,6.3211651,3.5925081,0.039255896,7,0.25551513,0.75514086,25,
300,default,5.9242429,3.2447151,0.051022899,7,0.21784808,0.64950093,22,
301,default,5.9275601,3.6850957,0.031590254,6,0.35801843,0.72387196,21,
302,default,6.5128417,3.3961302,0.048825741,6,0.42255911,0.71760484,25,
303,default,6.3359901,3.3963691,0.041648357,8,0.26060071,0.76585053,39,
304,default,6.3962117,3.3885152,0.042869001,7,0.37272534,0.74533836,19,
305,default,7.4123586,3.3612006,0.041062448,11,0.27093461,0.72128211,29,
306,default,6.9821078,3.4115494,0.047556272,9,0.40179769,0.81990823,30,
307,default,7.6999819,2.9555353,0.0527318,12,0.20169614,0.71305112,23,
308,default,6.2663236,3.4409393,0.049704604,5,0.49816401,0.64354347,19,
309,default,6.7846609,3.4156349,0.05817587,6,0.62340512,0.47113178,22,
310,default,7.3097704,3.5666112,0.045920609,12,0.19080743,0.71646369,34,
311,default,7.1843149,3.0396917,0.049436063,8,0.22424126,0.81057536,37,
312,default,7.4246485,3.1820275,0.053488599,8,0.18036189,0.69187377,27,
313,default,7.6957969,2.9037767,0.062741077,12,0.29556303,0.6123082,34,
314,default,6.8364579,3.5845127,0.037791123,9,0.18599883,0.56678819,34,
315,default,6.4681674,3.6362418,0.039475612,9,0.16963506,0.63161403,26,
316,default,6.4374892,3.6128246,0.039451199,8,0.29410861,0.71822177,32,
317,default,7.1405908,3.0055221,0.05571017,10,0.20400229,0.70043189,33,
318,default,6.1647814,3.1845213,0.049289585,7,0.24664472,0.69828005,21,
319,default,6.1493046,3.5661114,0.033738587,9,0.31117124,0.81858186,23,
320,default,6.7420236,3.0398579,0.046042674,6,0.44553961,0.78104284,36,
321,default,6.5939489,3.1726165,0.042624872,8,0.22809158,0.7252121,27,
322,default,5.9315384,3.8011545,0.039182657,8,0.20726134,0.5900724,20,
323,default,7.2449003,3.3857535,0.053317709,10,0.42331864,0.6531393,36,
324,default,6.5519984,3.3201175,0.044089644,8,0.47259752,0.73883111,23,
325,default,6.2103549,3.5839463,0.038645574,10,0.22835448,0.7017084,21,
326,default,7.0465169,3.8866736,0.041062448,10,0.19998327,0.71575049,35,
327,default,6.46392,3.5907635,0.038450271,8,0.26312,0.61786011,21,
328,default,8.0265029,2.6871951,0.068502515,7,0.46954579,0.65129975,45,
329,default,6.3509827,3.3761999,0.03444656,11,0.24170059,0.74271818,31,
330,default,7.640313,3.1452965,0.052780626,10,0.45007271,0.75026812,54,
331,default,8.1132479,2.3686035,0.078780333,5,0.46956093,0.6607045,43,
332,default,8.091417,2.5887004,0.063082857,9,0.36538849,0.68191657,46,
333,default,6.8767236,3.0463396,0.049973146,5,0.45955612,0.61231638,43,
334,default,7.3410066,3.1691504,0.051462331,8,0.22464665,0.6647527,26,
335,default,6.8658549,3.1666043,0.040427713,9,0.20695103,0.61033261,29,
336,default,5.5714449,3.4758068,0.042991065,4,0.67603965,0.68992274,19,
337,default,7.3444002,3.068743,0.058664128,8,0.62933178,0.61911614,54,
338,default,7.1472144,2.9917431,0.058493238,10,0.18850391,0.60878796,37,
339,default,5.9497455,3.709328,0.040671842,8,0.21478873,0.73408416,29,
340,default,6.5154504,3.7054336,0.036253113,12,0.16690108,0.64913334,26,
341,default,6.1337978,3.3608698,0.033811826,7,0.274807,0.73271976,27,
342,default,7.1518973,3.2569672,0.048801328,6,0.5118115,0.74663583,32,
343,default,6.971374,2.9139223,0.05221913,7,0.42320323,0.65846756,35,
344,default,6.9453321,3.1076969,0.048215419,8,0.29630821,0.74848576,41,
345,default,6.3180556,3.6985285,0.044284947,9,0.26966463,0.70673958,23,
346,default,5.9618994,3.2260919,0.049460476,5,0.63972206,0.73180672,34,
347,default,6.6638259,3.0076514,0.05434305,9,0.34215479,0.65703405,27,
348,default,7.0272836,3.5246938,0.045407939,8,0.32283808,0.76159574,29,
349,default,7.0723755,3.2016335,0.050974074,9,0.40734077,0.76335705,32,
350,default,5.9678776,3.667064,0.035691617,9,0.18187396,0.72215856,24,
351,default,7.2393992,2.8648305,0.05800498,9,0.28409018,0.67346972,32,
352,default,6.964975,2.7593495,0.058371173,8,0.36871342,0.54449924,31,
353,default,6.4771354,3.4568441,0.040842732,10,0.20217618,0.73455581,34,
354,default,5.6291877,4.1298399,0.034470973,8,0.30399483,0.65234212,28,
355,default,8.4316011,2.698316,0.064474391,9,0.67942203,0.68375847,57,
356,default,6.8289364,3.5576481,0.048044529,9,0.24452421,0.80960402,16,
357,default,5.6255936,3.7064757,0.039622089,10,0.27246275,0.66616042,20,
358,default,7.0007572,3.1966861,0.053464186,7,0.2996103,0.76779339,33,
