seed,pin_set,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,landmass-count,refusal
1565,default,7.4536926,3.2352583,0.046311215,10,0.20265722,0.65452485,28,
1566,default,5.9123141,3.8314705,0.035642791,8,0.16570605,0.75822849,17,
1567,default,6.9068816,3.4574603,0.042844588,10,0.21080347,0.70900598,28,
1568,default,6.5685792,3.3593872,0.039768566,7,0.28910169,0.61623985,27,
1569,default,7.290561,3.3689861,0.05783409,11,0.26157973,0.80893511,36,
1570,default,7.7596254,3.0901148,0.059469752,9,0.60250652,0.42421814,40,
1571,default,6.7387862,3.3862085,0.048313071,8,0.41962514,0.55193269,31,
1572,default,5.8699979,3.8473563,0.043650212,8,0.35687824,0.75099882,29,
1573,default,6.7167546,2.895965,0.054220985,6,0.50373577,0.72309813,41,
1574,default,6.1794093,3.3146613,0.053561838,8,0.25485174,0.68060031,22,
1575,default,6.7202148,2.856284,0.055685758,8,0.2594646,0.50801173,25,
1576,default,7.4128277,3.4861784,0.053708315,10,0.51720014,0.793874,30,
1577,default,7.2240755,3.5860155,0.053390948,8,0.37839761,0.68089749,21,
1578,default,7.1194751,3.2613761,0.052121478,8,0.36723846,0.74752209,38,
1579,default,7.1717792,3.3543266,0.046677408,8,0.33088503,0.69770718,30,
1580,default,6.5680751,3.2081937,0.036765783,9,0.20985273,0.68520983,36,
1581,default,6.7621436,2.6813912,0.046408867,10,0.27761604,0.59592845,32,
1582,default,6.2458257,3.5395891,0.04167277,9,0.22539894,0.74383322,24,
1583,default,6.4850974,3.4157813,0.053342122,6,0.41315914,0.76952697,24,
1584,default,5.9693871,3.7852377,0.035691617,6,0.40493651,0.72615195,34,
1585,default,6.4411719,3.3071022,0.048313071,4,0.90389339,0.67249219,20,
1586,default,6.5959003,3.5895642,0.043821102,5,0.3775066,0.68306897,24,
1587,default,6.3340623,3.5524982,0.046750647,6,0.57347371,0.69348088,17,
1588,default,6.7400819,3.0795571,0.049655779,9,0.23264344,0.7343782,29,
1589,default,7.0464468,3.2673504,0.056711098,6,0.39769821,0.7042869,29,
1590,default,6.6630395,3.0766047,0.056515795,10,0.2403431,0.57821218,27,
1591,default,7.0355393,3.3729023,0.04184366,10,0.30818089,0.73285403,29,
1592,default,6.6758762,3.1205153,0.045261462,10,0.22078991,0.76356949,33,
1593,default,6.1189251,3.3963789,0.049265173,6,0.48447583,0.66607099,20,
1594,default,7.363064,2.8843482,0.058737366,6,0.33920084,0.74326449,31,
1595,default,6.5520378,2.8661816,0.062203994,9,0.26860646,0.54819101,37,
1596,default,6.8037555,3.3006187,0.050974074,11,0.30764368,0.66442475,41,
1597,default,6.7919243,2.962077,0.062448123,7,0.45273446,0.70979142,31,
1598,default,7.3405508,3.1975964,0.048606025,8,0.47566532,0.7693179,29,
1599,default,6.3427295,3.7056505,0.035032469,9,0.37026126,0.63841876,19,
1600,default,7.950982,2.7231683,0.070357893,8,0.4642022,0.74100188,63,
1601,default,5.9606129,3.5603932,0.051218202,4,0.73313418,0.72468897,17,
1602,default,7.1086621,3.2884924,0.05239002,8,0.22524244,0.76500171,33,
1603,default,6.8731629,3.5327728,0.044626727,8,0.40742547,0.7226583,32,
1604,default,6.3738065,3.4299893,0.03886529,6,0.52180711,0.70786108,22,
1605,default,6.9684961,3.3987969,0.044919682,7,0.27715152,0.72908305,25,
1606,default,6.794163,3.3130212,0.043650212,12,0.18936877,0.67599238,26,
1607,default,7.1898735,3.1861159,0.040159172,10,0.15451072,0.66882197,35,
1608,default,6.895254,2.8390602,0.058932669,11,0.21964686,0.37245496,28,
1609,default,6.4652867,3.3389254,0.041038035,9,0.50103673,0.63017146,28,
1610,default,5.6435876,3.9911903,0.038499097,8,0.27571,0.74298672,16,
1611,default,5.9231401,3.4324404,0.033470045,7,0.21924829,0.82349291,22,
1612,default,7.6128302,2.7229885,0.058297935,9,0.26279674,0.60021039,39,
1613,default,5.9017218,4.1823692,0.037937601,7,0.26274473,0.68201422,19,
1614,default,6.4908683,3.4252235,0.036814609,9,0.3144487,0.65594054,30,
1615,default,5.9280636,3.3301003,0.049729017,5,0.35352232,0.62472367,22,
1616,default,6.4416155,3.5819752,0.046530931,9,0.273145,0.75148256,29,
1617,default,7.2835948,3.5302249,0.037766711,8,0.21310868,0.69038028,42,
1618,default,6.6770301,3.0401769,0.049680191,8,0.22865379,0.75926761,27,
1619,default,6.5692471,3.2936058,0.046530931,7,0.40992273,0.82138628,23,
1620,default,5.5387685,3.321321,0.034080367,8,0.20435031,0.76706101,26,
1621,default,5.9596394,3.1133879,0.039329134,10,0.16879837,0.70301743,28,
1622,default,6.422815,3.1940928,0.060934525,4,0.76325192,0.71430712,22,
1623,default,8.3242618,2.7878533,0.063668766,5,0.63532919,0.60766298,45,
1624,default,6.7143919,3.3194587,0.050681119,5,0.45649009,0.67773884,23,
1625,default,7.1398328,3.4556712,0.037107563,9,0.25836848,0.73431345,28,
1626,default,7.7824974,2.8816826,0.052463259,10,0.18470944,0.68182562,44,
1627,default,7.1257607,2.9060879,0.050144036,8,0.38263393,0.73941973,36,
1628,default,6.4131957,3.2592546,0.050754358,5,0.57917859,0.7426336,30,
1629,default,7.0723982,3.0856225,0.043991993,10,0.22295913,0.70528295,30,
1630,default,7.1715796,2.909411,0.05417216,8,0.57183147,0.56669108,47,
1631,default,8.5438979,2.4754134,0.077315561,8,0.51630435,0.70152546,41,
1632,default,6.157386,3.6404536,0.051218202,9,0.24996951,0.62996802,25,
1633,default,6.2775522,3.6504601,0.044529076,9,0.21441343,0.64114165,19,
1634,default,6.9187332,3.5637869,0.034495386,11,0.169272,0.61373115,42,
1635,default,6.9860874,2.8177707,0.056174015,6,0.62337532,0.76177733,29,
1636,default,7.2647261,2.7565598,0.058835018,7,0.26802728,0.65810663,33,
1637,default,6.0957093,3.4723598,0.049802256,9,0.29138184,0.61973292,28,
1638,default,7.2039132,3.0922684,0.058078219,7,0.55566838,0.56877318,28,
1639,default,7.21983,3.2022141,0.043210781,9,0.3037422,0.7429272,47,
1640,default,7.8178625,3.018396,0.06344905,5,0.52383543,0.79801514,38,
1641,default,7.8363319,3.1620733,0.049436063,9,0.22297422,0.69401518,35,
1642,default,6.8260297,3.2696018,0.038425858,11,0.35859708,0.68288379,23,
1643,default,6.5707195,3.2284199,0.04677506,9,0.29729906,0.52269287,41,
1644,default,6.1029604,3.3899145,0.038840877,8,0.28191623,0.63055361,22,
1645,default,6.3018802,3.5675108,0.038181729,9,0.23950274,0.80342431,24,
1646,default,6.9337335,3.3279067,0.048776915,10,0.21198125,0.70418216,26,
1647,default,7.5513649,2.9367398,0.053122406,10,0.30400817,0.67835855,28,
1648,default,6.5124118,3.3140788,0.054147747,4,0.36444128,0.65486357,17,
1649,default,7.2822921,3.0141992,0.055856648,5,0.35679695,0.71452219,41,
1650,default,6.5559349,3.3161274,0.038669987,9,0.22191272,0.70983724,36,
1651,default,6.5800681,3.4622272,0.035740442,9,0.30350258,0.71636404,32,
1652,default,6.7254411,3.4321285,0.036668131,10,0.18451278,0.67312837,36,
1653,default,6.4135171,3.4538389,0.036765783,10,0.23669534,0.61323083,28,
1654,default,7.1892961,3.1770603,0.0551975,11,0.20046069,0.79655441,29,
1655,default,6.362509,3.2746669,0.049802256,7,0.34006098,0.75574409,30,
1656,default,7.4461713,2.9954124,0.062496948,7,0.50012865,0.67288381,39,
1657,default,7.2400664,2.9444238,0.051999414,8,0.2646382,0.67968166,40,
1658,default,6.4126641,3.0602301,0.047995703,6,0.45122622,0.78064485,14,
1659,default,6.10587,3.4262441,0.05043699,9,0.27250538,0.73446121,30,
1660,default,7.8399193,2.7300283,0.058835018,6,0.5707411,0.71318324,22,
1661,default,6.838135,3.1239474,0.051096138,9,0.30441238,0.64030077,31,
1662,default,5.4803036,3.748647,0.042600459,8,0.26172116,0.75865798,20,
1663,default,6.8159991,3.6076293,0.047580685,9,0.21887498,0.69089926,30,
1664,default,7.6767718,2.7538065,0.065426493,6,0.76483279,0.71398673,52,
1665,default,6.5290913,3.3170746,0.046189151,6,0.62241549,0.53879205,22,
1666,default,6.0065219,3.8933829,0.037229627,8,0.29952326,0.78832367,30,
1667,default,6.3848134,3.7617896,0.039597676,9,0.30895838,0.62520986,22,
1668,default,7.1806745,2.8108402,0.062619013,5,0.43033833,0.65704424,24,
1669,default,6.8457654,3.0321962,0.057858503,7,0.23696332,0.71006299,36,
1670,default,8.0355791,2.9522909,0.061300718,5,0.39863778,0.77352027,29,
1671,default,6.7751255,2.9886516,0.049313998,8,0.27792514,0.67707782,25,
1672,default,7.3189926,3.2410406,0.051267028,10,0.24384486,0.68110541,37,
1673,default,7.130422,2.7588354,0.049265173,11,0.18936435,0.74651731,29,
1674,default,6.2350341,3.5139991,0.040403301,7,0.48282897,0.72878678,43,
1675,default,7.5470321,3.1592922,0.057174943,7,0.42130584,0.68547743,38,
1676,default,6.703844,3.1321943,0.051486744,10,0.22809323,0.6927624,29,
1677,default,6.3344353,3.2285002,0.051389092,4,0.4889958,0.76910002,24,
1678,default,6.2337406,3.5229393,0.042966652,8,0.24093382,0.77319606,27,
1679,default,6.3230666,3.3471871,0.044236121,8,0.31078905,0.76936435,21,
1680,default,6.8123956,3.1254781,0.036863434,9,0.21429256,0.739703,33,
1681,default,6.2069107,3.3391802,0.04184366,6,0.47250935,0.74560394,29,
1682,default,7.3211895,3.2612168,0.04762951,9,0.24974129,0.65985127,33,
1683,default,6.916301,3.4248065,0.048801328,7,0.2319943,0.65879225,24,
1684,default,7.0900961,3.1828579,0.052512084,10,0.23548472,0.7188253,36,
1685,default,6.4759807,3.2996712,0.042551633,9,0.30625204,0.55438455,36,
1686,default,5.6136571,3.8310004,0.038157317,9,0.27366966,0.6819204,22,
1687,default,6.7151496,2.8811912,0.058664128,9,0.25697105,0.82711556,30,
1688,default,7.6353477,3.3189449,0.049704604,10,0.24380299,0.71092449,50,
1689,default,6.8312003,3.5916883,0.048557199,8,0.4220842,0.6685763,23,
1690,default,7.0179273,3.1010346,0.054660417,7,0.35880416,0.73578593,17,
1691,default,6.424281,3.3553981,0.046994776,8,0.25084605,0.75720485,22,
1692,default,7.2256778,2.987438,0.059127972,7,0.50869424,0.73499132,37,
1693,default,6.8239975,3.1248418,0.056564621,3,0.89349598,0.75111005,34,
1694,default,5.4777946,3.9042701,0.033689761,9,0.21494451,0.7724487,19,
1695,default,7.2469933,3.4955497,0.052536497,10,0.30172347,0.76122504,24,
1696,default,7.1433251,3.0554598,0.052951516,7,0.35981503,0.70911613,33,
1697,default,6.8274669,3.3046493,0.038938528,10,0.24214765,0.70641656,32,
1698,default,7.8919349,2.7958634,0.049631366,12,0.22231234,0.48332113,41,
1699,default,6.493927,3.4348731,0.045920609,8,0.73710142,0.66325537,31,
1700,default,6.110797,3.8667989,0.042453982,7,0.31681623,0.59003815,19,
1701,default,6.6281597,3.2150482,0.048728089,9,0.36120901,0.73013098,28,
1702,default,7.3223334,2.9935556,0.051755285,11,0.39169072,0.77681281,30,
1703,default,6.8157677,3.2136262,0.043357258,10,0.24651093,0.7329063,33,
1704,default,6.3721748,3.3044996,0.046115912,7,0.36988868,0.72658259,35,
1705,default,5.4257044,3.5384953,0.041306577,8,0.50396237,0.56409599,18,
1706,default,7.3440765,2.8921229,0.054440701,9,0.22204536,0.76966901,49,
1707,default,7.2496671,3.1724781,0.052243543,7,0.40707779,0.77317626,32,
1708,default,6.7670055,3.353402,0.043991993,9,0.35754598,0.71345282,27,
1709,default,6.7178384,3.2609072,0.050827596,6,0.6653883,0.71974296,18,
1710,default,5.981783,3.5820657,0.037717885,10,0.19529947,0.58799755,21,
1711,default,6.8201075,2.7621007,0.059567404,7,0.32084145,0.75227867,43,
1712,default,6.5699063,3.5109722,0.03835262,8,0.20564999,0.71163385,34,
1713,default,6.3553671,3.4350909,0.034934818,10,0.21554443,0.60199235,26,
1714,default,6.6644005,3.8246537,0.038572335,11,0.2588141,0.57244519,28,
1715,default,6.3247302,3.5634994,0.052316781,7,0.48392617,0.77757162,22,
1716,default,6.3087341,3.3676443,0.044358186,7,0.39406403,0.7107441,24,
1717,default,6.777127,2.9918055,0.056711098,7,0.52024889,0.72163903,28,
1718,default,6.3451976,3.9460888,0.035862507,9,0.298551,0.67486695,36,
1719,default,6.7887548,3.4837023,0.039109418,8,0.38249379,0.78609172,30,
1720,default,5.6812917,4.0669315,0.038474684,5,0.59511613,0.80387966,14,
1721,default,6.6839928,3.3567751,0.046311215,7,0.25836591,0.74211529,31,
1722,default,6.8823484,3.2942435,0.054123334,8,0.40185799,0.424574,26,
1723,default,6.2218774,3.9111358,0.039792979,7,0.24005984,0.62499577,20,
1724,default,7.3531595,2.821645,0.057638787,8,0.29576454,0.61549729,46,
1725,default,6.6115127,3.2301515,0.045774132,10,0.24274127,0.75822103,26,
1726,default,6.6062742,3.4798641,0.039426786,9,0.17803302,0.6589708,21,
1727,default,6.1723012,3.1549647,0.043674625,9,0.23444846,0.72206761,18,
1728,default,7.5194283,3.1190801,0.053097993,8,0.22333333,0.72853091,45,
1729,default,8.1366702,2.6063356,0.068087496,10,0.45537012,0.64070765,50,
1730,default,6.8747136,3.4719709,0.048068942,10,0.32375813,0.56567206,30,
1731,default,6.8563931,3.214693,0.055978712,4,0.62874354,0.7736977,34,
1732,default,6.7205121,3.2568949,0.041086861,9,0.26412587,0.77530616,21,
1733,default,6.7744737,3.448527,0.042576046,6,0.40631453,0.62438358,28,
1734,default,6.9644817,2.9701484,0.052658562,10,0.35506396,0.6884321,48,
1735,default,5.7690235,3.840681,0.045554416,6,0.28453579,0.67781114,23,
1736,default,7.1639074,3.1115964,0.051218202,11,0.33012628,0.6855134,33,
1737,default,6.7170323,3.2324583,0.044846443,6,0.37549322,0.58516336,25,
1738,default,5.5139986,3.9621056,0.035911332,9,0.14971978,0.75623185,24,
1739,default,6.6482442,3.89819,0.035008056,10,0.21917353,0.67234081,28,
1740,default,7.2862494,3.1925993,0.052365607,7,0.26501577,0.67219285,35,
1741,default,7.0288339,3.1814306,0.062472536,7,0.46377256,0.71565516,36,
1742,default,7.5983062,3.4537448,0.045603242,10,0.20987326,0.72343417,40,
1743,default,6.666001,3.2901155,0.041404228,8,0.25472083,0.55757665,27,
1744,default,6.075146,3.6700064,0.043576974,6,0.2481798,0.75824423,19,
1745,default,7.4113338,3.2157544,0.056881988,6,0.35997084,0.79739922,28,
1746,default,7.378211,2.8911881,0.059250037,7,0.34435867,0.6960028,36,
1747,default,6.5907877,3.3968842,0.052878277,6,0.28467425,0.70624711,19,
1748,default,7.3887683,3.0425492,0.052682974,8,0.26063576,0.67937357,46,
1749,default,7.4863269,3.250832,0.042234266,7,0.28702055,0.50088619,30,
1750,default,7.2682189,3.2915113,0.052805039,7,0.43253131,0.74487651,33,
1751,default,7.3714055,3.1799951,0.054758068,5,0.46682713,0.72357656,37,
1752,default,7.251938,3.3012935,0.049899907,7,0.44584184,0.74542889,36,
1753,default,6.4968804,3.5645175,0.038645574,7,0.64555275,0.69871758,18,
1754,default,7.1962633,3.5170151,0.043137542,9,0.30442095,0.47150642,21,
1755,default,6.7375397,3.0871041,0.038816464,8,0.3044891,0.6889829,34,
1756,default,7.9086325,3.1552768,0.053366535,11,0.27294621,0.72925116,39,
1757,default,6.5516642,3.4442193,0.051169376,7,0.3233255,0.57613328,29,
1758,default,7.2590184,3.1701163,0.058737366,7,0.24463856,0.52090035,31,
1759,default,7.3006782,3.2109546,0.050876422,9,0.5922801,0.63852351,30,
1760,default,8.1981645,2.4421842,0.070479957,7,0.51358457,0.58594307,51,
1761,default,6.9200035,3.426749,0.05434305,6,0.23128517,0.63317763,26,
1762,default,6.9553667,3.3905842,0.050705532,8,0.42005831,0.70667122,24,
1763,default,7.3731942,2.8416874,0.06523119,5,0.61313905,0.75474649,41,
1764,default,7.4911563,2.9297532,0.061447195,7,0.5596957,0.73329753,29,
1765,default,6.2128701,3.8930982,0.037229627,7,0.39711566,0.63365603,31,
1766,default,6.8713481,3.2047445,0.049729017,9,0.27737268,0.7339107,24,
1767,default,5.7610986,3.3235241,0.047238904,5,0.67154756,0.82761541,23,
1768,default,8.5351626,2.5423925,0.061691324,12,0.2175801,0.69381215,47,
1769,default,6.4758905,3.2138094,0.048874567,9,0.22881239,0.56894007,29,
1770,default,7.3490322,2.8714384,0.058615302,6,0.59909022,0.74352224,38,
1771,default,6.3787851,3.2860054,0.046213564,8,0.20722692,0.71952867,25,
1772,default,6.767249,3.4746169,0.051193789,8,0.44011995,0.58150372,29,
1773,default,6.6183802,3.4094089,0.039988282,9,0.20870232,0.68952341,30,
1774,default,6.1673877,3.5467611,0.038279381,9,0.18650269,0.71938829,25,
1775,default,6.4883741,3.6864778,0.038889703,6,0.31671825,0.66452277,26,
1776,default,6.8961602,3.2946564,0.0576632,4,0.67349214,0.68857771,29,
1777,default,5.8127794,3.7714796,0.037376105,6,0.35324015,0.47832137,17,
1778,default,7.271464,3.0846602,0.056222841,6,0.37748142,0.71316026,27,
1779,default,6.2087877,3.6613739,0.036716957,6,0.54420142,0.68528817,28,
1780,default,6.3413376,3.5059852,0.04235633,8,0.39044815,0.7401155,24,
1781,default,6.8274286,3.3460211,0.044895269,7,0.30165581,0.6723922,21,
1782,default,6.2706757,3.7052793,0.038914116,9,0.24160531,0.81267191,23,
1783,default,5.2386058,3.8020052,0.03393389,8,0.28044782,0.77702261,13,
1784,default,8.0586457,3.1747029,0.058468825,8,0.32009472,0.46588301,22,
1785,default,7.1119358,2.9390036,0.050119623,6,0.49916637,0.71879396,41,
1786,default,7.4221079,2.9163061,0.059298862,7,0.30831253,0.68812907,31,
1787,default,6.7039854,3.2965008,0.05451394,5,0.32298357,0.69133343,24,
1788,default,7.0200346,3.170432,0.056491382,8,0.21026643,0.73235124,30,
1789,default,5.9702148,3.7444324,0.040769494,10,0.17763216,0.81140494,29,
1790,default,7.182648,3.0360909,0.05834676,7,0.39781275,0.83233851,37,
1791,default,6.4987075,3.6709409,0.042478395,11,0.28468777,0.77493775,28,
1792,default,5.9355819,3.709922,0.035960158,7,0.26581293,0.77247205,16,
1793,default,6.5408096,3.6522215,0.031004345,9,0.20929171,0.75602591,27,
1794,default,7.5978257,3.1163133,0.045725306,9,0.43074839,0.77615905,37,
1795,default,7.1963148,3.069097,0.056296079,7,0.31374331,0.53561295,32,
1796,default,6.5765475,3.018741,0.057638787,6,0.53677306,0.75566902,24,
1797,default,7.591838,3.1307754,0.059640643,8,0.24597501,0.6757153,34,
1798,default,7.6846032,2.8660936,0.050388165,11,0.20545203,0.66522793,26,
1799,default,6.8366296,3.6438354,0.05043699,8,0.32840258,0.68050063,30,
1800,default,6.9367293,3.1214454,0.042087789,15,0.19865109,0.77567776,30,
1801,default,6.6240889,3.413036,0.051315854,9,0.30927835,0.65110041,29,
1802,default,6.2936195,3.3855489,0.040891558,7,0.23921816,0.73767432,21,
1803,default,6.8058621,2.9887301,0.055343977,8,0.25023975,0.76406958,23,
1804,default,6.9670817,2.9813599,0.058444412,6,0.45704172,0.80313597,29,
1805,default,7.6890348,3.1203599,0.050729945,7,0.41697441,0.76895409,41,
1806,default,6.4938532,3.8667371,0.037913188,9,0.19847021,0.66296228,20,
1807,default,7.0840628,3.1503736,0.042209853,12,0.20612699,0.71636979,41,
1808,default,8.0868085,3.0231735,0.069845222,8,0.212757,0.72590798,34,
1809,default,6.6854806,3.2515327,0.054733656,3,0.61046658,0.67756876,15,
1810,default,6.416518,3.297486,0.040793907,9,0.17738747,0.51660263,32,
1811,default,6.8938447,3.0537065,0.056100776,8,0.20873451,0.64371432,29,
1812,default,7.5693864,2.6826063,0.069356965,11,0.34287074,0.63821347,43,
1813,default,6.8698019,3.3105006,0.048752502,7,0.50753803,0.49274124,28,
1814,default,7.113756,3.2453918,0.051633221,9,0.2565533,0.73178031,39,
1815,default,6.601949,3.5005645,0.051193789,5,0.36760807,0.6864655,35,
1816,default,6.4238976,3.9654589,0.039988282,10,0.23486683,0.76717876,27,
1817,default,6.0883628,3.6974265,0.036448416,11,0.18479789,0.67849791,21,
1818,default,7.0858287,3.2505462,0.053830379,9,0.30725855,0.48029068,29,
1819,default,6.7211489,3.3876988,0.05060788,6,0.36123191,0.74747183,15,
1820,default,5.8673906,3.8524799,0.036765783,8,0.29366968,0.70493384,28,
1821,default,7.4097157,3.1117668,0.05978712,6,0.61235017,0.68249121,24,
1822,default,7.3531605,2.8686096,0.057589961,6,0.35012581,0.43216274,25,
1823,default,7.4286905,2.9101626,0.058249109,5,0.66033218,0.60034178,27,
1824,default,5.5591142,3.9622029,0.036301938,8,0.17341869,0.65875147,20,
1825,default,7.7561794,2.9553925,0.062033104,7,0.24375775,0.76863719,42,
1826,default,5.766624,3.4444975,0.036643719,6,0.58973339,0.68090358,27,
1827,default,6.0658997,3.3947822,0.044944095,8,0.41991605,0.75644093,30,
1828,default,6.3705642,3.0487475,0.045188223,7,0.27055599,0.74770693,32,
1829,default,4.9565601,4.0897004,0.033128265,6,0.35051449,0.72846175,13,
1830,default,5.9060636,3.8284749,0.041990137,8,0.2915238,0.57387823,20,
1831,default,6.5252572,3.1978187,0.042112202,9,0.35105522,0.75208242,27,
1832,default,6.8007632,3.6895809,0.042576046,8,0.41774444,0.76455477,18,
1833,default,7.1134209,3.2413258,0.03920707,10,0.21656977,0.55146808,40,
1834,default,7.5476574,3.2476098,0.052951516,6,0.41848443,0.74185256,47,
1835,default,7.7192152,3.0958308,0.046115912,9,0.26230609,0.73142735,38,
1836,default,6.6671138,2.875747,0.057419071,8,0.178,0.80763034,34,
1837,default,7.1463995,3.12831,0.052878277,11,0.1935039,0.66408867,32,
1838,default,6.4162465,3.4866498,0.044577901,8,0.35356144,0.67551164,22,
1839,default,7.1286031,3.3188189,0.044944095,10,0.31454495,0.71288546,33,
1840,default,7.3439376,3.0357625,0.048264245,11,0.34692918,0.66885808,23,
1841,default,6.7148969,3.2919507,0.056515795,8,0.33263373,0.66162541,23,
1842,default,5.9890086,3.3160286,0.042820175,7,0.37224812,0.7479127,22,
1843,default,7.8687211,2.7800031,0.065548557,9,0.21851281,0.71412529,38,
1844,default,6.5389047,3.1720513,0.049875494,6,0.45810746,0.75740069,22,
1845,default,6.8938396,3.156386,0.053439773,5,0.39755098,0.68801979,35,
1846,default,6.5938314,3.0099233,0.06064157,7,0.24320578,0.74287144,31,
1847,default,6.2673655,3.3542807,0.051267028,7,0.40196668,0.72958085,26,
1848,default,6.4397176,3.2486513,0.043943167,10,0.25478636,0.71815089,30,
1849,default,7.5563988,2.6023719,0.054611591,8,0.40209493,0.67484847,49,
1850,default,7.2565916,3.0959006,0.058200283,6,0.37989592,0.50532307,49,
1851,default,7.0789968,3.0633103,0.050412578,6,0.30159461,0.70455707,27,
1852,default,7.2976019,3.008156,0.056344905,3,0.53173435,0.66091133,40,
1853,default,6.8289632,3.1240163,0.053220058,5,0.79142772,0.75329116,46,
1854,default,7.3220653,3.2498991,0.054245398,9,0.26507489,0.4673007,26,
1855,default,6.7128756,3.2447161,0.047775988,10,0.19329286,0.62369416,33,
1856,default,6.9608248,3.1482297,0.050949661,8,0.35915162,0.72154192,40,
1857,default,8.0364934,2.9879718,0.055466042,7,0.46986257,0.77138421,44,
1858,default,7.1301254,3.1079102,0.054660417,9,0.33679332,0.68068717,35,
1859,default,7.47361,3.131031,0.047849226,12,0.21115211,0.66669515,33,
1860,default,6.7183198,3.1339362,0.04643328,10,0.18400944,0.6389428,28,
1861,default,7.0671689,3.0033674,0.049826669,10,0.34109135,0.70484491,36,
1862,default,7.5228402,2.6617801,0.066866852,6,0.48153516,0.75446908,34,
1863,default,6.0313982,3.6763951,0.044187296,9,0.24824544,0.69833955,22,
1864,default,6.7472104,3.4296793,0.043943167,10,0.20581351,0.64149583,27,
1865,default,6.8049262,3.3215694,0.050412578,8,0.32971014,0.7909491,27,
1866,default,6.7773963,3.6179538,0.044944095,10,0.23748097,0.74989014,26,
1867,default,7.7255007,3.1462789,0.058761779,6,0.49935477,0.69026953,31,
1868,default,6.2967475,3.5510195,0.038181729,9,0.17269812,0.77334776,22,
1869,default,5.8318427,3.8454752,0.03588692,7,0.34444021,0.68197225,15,
1870,default,5.8254413,3.688554,0.03605781,8,0.26916325,0.78024755,17,
1871,default,8.4597607,2.772121,0.057077291,11,0.25250921,0.57003423,84,
1872,default,8.611681,2.5797399,0.056344905,9,0.33486442,0.65872139,60,
1873,default,5.6441552,3.5691811,0.044333773,8,0.23285097,0.73641612,20,
1874,default,7.4827801,3.0266989,0.063229335,6,0.64156002,0.67776537,33,
1875,default,5.782344,3.5719689,0.042405156,7,0.27598213,0.61935621,18,
1876,default,7.6646231,2.9626411,0.065695034,6,0.38001895,0.72329929,32,
1877,default,8.2689657,2.8971419,0.059079147,7,0.37403914,0.74666908,61,
1878,default,7.3459654,2.9289622,0.064620868,7,0.31954465,0.72033313,28,
1879,default,6.8319433,3.0056575,0.058859431,6,0.58287349,0.72897645,27,
1880,default,7.1243896,3.4534899,0.053659489,8,0.34705201,0.72079188,23,
1881,default,6.3477977,3.2000949,0.043528148,7,0.29589783,0.73004858,30,
1882,default,7.1733471,3.1187561,0.057516723,4,0.78435539,0.68607281,27,
1883,default,6.6690326,3.4510837,0.054025682,7,0.3591716,0.73807431,35,
1884,default,7.1383893,3.4457428,0.047238904,9,0.23116053,0.70500819,23,
1885,default,7.5095116,2.7023793,0.069161662,4,0.5425679,0.68471108,27,
1886,default,6.9766537,3.2507027,0.050168449,4,0.53855218,0.60843587,24,
1887,default,6.6658622,3.4169547,0.053903618,7,0.27053817,0.44641118,21,
1888,default,7.0779094,3.3383168,0.045407939,6,0.21192192,0.64993093,34,
1889,default,7.6171225,2.9812947,0.062643426,8,0.26860294,0.75457063,43,
1890,default,6.9986582,2.8221001,0.05961623,8,0.52968628,0.6071664,24,
1891,default,5.9376471,3.6974408,0.039133831,7,0.20263902,0.71634198,22,
1892,default,7.1080883,3.4304953,0.047653923,9,0.22905669,0.71511248,32,
1893,default,7.3708334,2.9445221,0.061422782,10,0.24871575,0.66546856,34,
1894,default,7.6746592,2.9522502,0.057345833,9,0.24846061,0.72313682,54,
1895,default,6.1217945,3.6437564,0.041038035,8,0.25429468,0.66519598,21,
1896,default,7.5974494,2.8496344,0.057077291,9,0.28272643,0.68527815,44,
1897,default,5.3481567,3.2790569,0.040793907,5,0.3261179,0.73551096,23,
1898,default,5.5303928,3.872653,0.033006201,8,0.40410256,0.64806202,22,
1899,default,6.2022705,3.2832672,0.042820175,7,0.40409818,0.74205117,38,
1900,default,6.6295472,3.4362122,0.037327279,9,0.17084816,0.42444759,33,
1901,default,6.4784184,3.7078384,0.044870856,10,0.23410066,0.50126008,36,
1902,default,6.4213962,3.3564812,0.050290513,5,0.67438905,0.69570868,18,
1903,default,7.435555,3.0580942,0.04889898,9,0.21799077,0.6393096,27,
1904,default,6.0852224,3.4552115,0.037009912,8,0.35573301,0.77050024,16,
1905,default,5.3997777,3.9213409,0.03954885,5,0.68296851,0.76439469,17,
1906,default,6.2313486,3.6026041,0.048410722,6,0.35960724,0.53643406,29,
1907,default,7.3757614,3.0931688,0.051462331,9,0.17452155,0.67379685,43,
1908,default,6.7146907,3.2369369,0.041892486,9,0.19881907,0.74853073,29,
1909,default,7.5905252,3.0840483,0.05417216,9,0.45590351,0.69698557,37,
1910,default,8.1589924,2.7573945,0.064205849,9,0.4079297,0.68033064,41,
1911,default,6.579567,3.3362339,0.05221913,6,0.35691188,0.70267858,34,
1912,default,6.2218133,3.5794906,0.039866217,6,0.22356041,0.75200552,22,
1913,default,6.7411914,3.0580922,0.053610664,6,0.31807936,0.69518452,28,
1914,default,8.1197398,2.4959697,0.074776622,9,0.25511719,0.72590602,53,
