seed,pin_set,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,refusal
23,default,13.108820545772058,1.2900482849227435,0.6454030564913823,46,0.9517207229512256,0.7833894829354033,
24,default,11.979252741007484,1.8690295844302791,0.20218739319369172,83,0.6959436427678672,0.8228439366567386,
25,default,10.92837119328391,1.624777184765346,0.5996289243689273,33,0.9727520435967303,0.7685693552813457,
26,default,9.670007426904265,1.2566674308096348,0.6568038669986817,23,0.7718791197647298,0.8266881499926761,
27,default,8.010399234816276,2.542126847643426,0.048776915189688005,59,0.6617809298660362,0.8391208111583093,
28,default,7.8934786508053865,3.08649796399129,0.03361652263073092,48,0.3610713945286436,0.7793355514169928,
29,default,10.917238874262596,1.8872474895259237,0.18893120453102877,41,0.8348655090228124,0.5373150725062252,
30,default,13.42195393175526,1.7129044627641037,0.5452370489722181,79,0.9174782760832799,0.7438201009315701,
31,default,13.38236748727821,1.2262165991209846,0.6874664323031102,42,0.7326600743390139,0.8436296264039052,
32,default,12.954802494227472,1.7303993918045222,0.17423465651091255,107,0.5681528662420382,0.8149755145507307,
