seed,pin_set,shoreline-development,hypsometric-bimodality,shelf-fraction,continent-count,largest-continent-share,plate-size-gini,refusal
2380,default,11.008438661121106,2.1875880175588933,0.08644597431766027,124,0.299721037085658,0.7174923099458035,
2381,default,10.147047952332919,1.6160163777218397,0.6187442019432645,60,0.49195544554455445,0.7711258518348016,
2382,default,9.945442824541717,1.255026430026277,0.6482593623358235,35,0.5156653746770026,0.8476021254057313,
2383,default,12.055077475706712,1.5179658961389264,0.5522679556662272,52,0.9167783901881921,0.7629835782758003,
2384,default,12.696127384031193,1.3020017761002523,0.6364435330306137,61,0.9358994667089076,0.6806371971477276,
2385,default,7.347922451081486,2.731304393809782,0.04482203017430789,31,0.7426601784266018,0.657780381817294,
2386,default,11.772800351486612,1.653607021916554,0.37307748645085687,47,0.9571013087736306,0.6629402861188418,
2387,default,11.0458351528629,1.502839273554944,0.6194765880572237,54,0.9239539257169722,0.8112784589447322,
2388,default,12.395404060249547,1.5155894137808834,0.6199160197255993,46,0.8762512512512513,0.8339775618595013,
2389,default,14.329838168298448,1.502687140910642,0.33440749963380695,61,0.776741937711484,0.7098912187530908,
2390,default,10.851163877049196,1.3264507677820443,0.6787510375469947,51,0.6502469456719522,0.6978988656152856,
2391,default,13.002484651239385,1.6015691355333752,0.25084224403105315,81,0.4996635585888686,0.7770965424400316,
2392,default,9.649193878393831,1.0826648547533708,0.6900541965724329,36,0.7909592182125894,0.7796738440505835,
2393,default,11.996323899490111,1.897712535118499,0.15665738977588986,52,0.6566710846034902,0.8151646451234897,
2394,default,12.045965532203958,1.1630023555039826,0.6845857135882037,40,0.891726491702954,0.6968377195123936,
2395,default,10.301293115371386,1.1057727078763882,0.6766027049460476,20,0.9701530612244897,0.7597073002974124,
2396,default,10.552643435499153,1.1432595163224035,0.7187149064987061,23,0.8206708622591319,0.6780918900444315,
2397,default,9.978284572546341,1.5752243951218228,0.5595429910648894,29,0.8638170974155069,0.8530101069283726,
2398,default,13.106832816205161,1.4358211977395468,0.5655241443288902,47,0.7123640674122559,0.7793877752864131,
2399,default,12.411346780236252,1.5866343392027857,0.5616913236658366,56,0.9548179638107696,0.5280428765121896,
2400,default,10.738415242231564,2.243365070274056,0.09994629168497632,101,0.5278369333738971,0.7707178081427384,
2401,default,11.331505630408014,2.1973556261787186,0.09657731556076364,97,0.6723302963145367,0.7625419472497252,
2402,default,13.058186543270464,1.0067645857656653,0.676163273277672,23,0.9545143304313802,0.7444656022655145,
2403,default,10.98669141732662,1.3512078637680796,0.7074605732141985,26,0.9236363636363636,0.7044610451963609,
2404,default,13.232558582626291,1.541413107424253,0.5810751428152923,68,0.7101894842514744,0.7465821981348568,
2405,default,10.530507369580615,1.7671540324175792,0.2368048435135003,49,0.8582077962416524,0.7625075273017268,
2406,default,8.731368644705718,2.436142039094445,0.05776085152092183,56,0.8272481886631624,0.6482163956838045,
2407,default,12.075756087645079,1.370670082419967,0.6516771642009668,66,0.4383986117997025,0.7477326546555343,
2408,default,12.677568889773156,1.2988125060644495,0.618939504906987,36,0.9707577144703539,0.6814239169592913,
2409,default,9.62800937994375,1.683943376072827,0.6339778331136176,42,0.519113376400166,0.7732736031769283,
2410,default,12.62030713919897,1.2117438606774418,0.6082954933841122,24,0.9117370892018779,0.7330309009498044,
2411,default,11.604874010951427,1.3839004500280743,0.661564376739417,39,0.6757861076567774,0.8000561496020702,
2412,default,11.499602427630931,1.2307042901711922,0.6148137297983497,33,0.9787265258215962,0.8061050650767951,
2413,default,12.13785687997512,1.7273033388329864,0.2210341291929105,92,0.4576455650281154,0.7714596311646089,
2414,default,12.369995451303046,1.5646030256572285,0.565670621551682,45,0.9091317281248246,0.7985232925909651,
2415,default,7.933764347208907,0.958009499159302,0.7239636736487476,17,0.7420978064390054,0.7666884163148995,
2416,default,10.268151745056475,1.5394032120551147,0.622259655290269,46,0.895082344811701,0.8156598511676532,
2417,default,9.72144671482635,2.0992137427062305,0.09840828084566183,51,0.5819111448904858,0.5601288999560567,
2418,default,13.34493936454642,1.3155272706180658,0.5938918998095796,32,0.8952597218279875,0.6464765252812712,
2419,default,6.971159215122195,2.711793391945328,0.03989063034031541,41,0.4374435002711987,0.7239819833015966,
2420,default,8.73587303745476,1.1623509777135603,0.7111713295249256,28,0.7281526081818693,0.7840681607343392,
2421,default,10.151347545225178,1.0268803645468227,0.6691811923245935,21,0.9861849624807434,0.4369317904399199,
2422,default,11.836362897484305,1.6213989120406462,0.5458961964747815,51,0.9702598296025824,0.7316479836405048,
2423,default,12.298233612986031,2.0744579466616977,0.10790488745666715,73,0.6917922948073701,0.8166892682596458,
2424,default,13.234034862544862,1.4598212081013535,0.6804111127386359,93,0.5726430332398198,0.7048352506826214,
2425,default,9.200972020645974,2.233802523916983,0.0660856403495923,38,0.5876695437731196,0.7110868234348533,
2426,default,14.219478802050237,1.6932308526066324,0.28394609638201257,90,0.6416963318371769,0.7975833970780508,
2427,default,10.888273842172206,2.1360725966839964,0.09086470387188125,79,0.4457137796670209,0.7282429010860239,
2428,default,11.59691459201578,1.7566219483429015,0.5337629998535228,57,0.47027952712407467,0.5752628452386763,
2429,default,14.542954593818795,1.6140395238970304,0.27186172550168447,117,0.653623681524328,0.7826388265441928,
2430,default,12.536311132311686,1.0313715453937393,0.6464283970509253,31,0.9163774986559796,0.7447749276948219,
2431,default,10.140705673017905,2.376213212395019,0.05607636345881549,71,0.3067669172932331,0.8187222303598456,
2432,default,10.407339018883512,0.9462748491833346,0.723524241980372,30,0.5887609213661636,0.5495459206093452,
2433,default,10.001931312969166,2.566828184919957,0.06112982764513451,50,0.47534530880984754,0.8105484158616845,
2434,default,12.08511079492325,1.6163658218319739,0.5532444704848396,40,0.9709474885844749,0.730321072328155,
2435,default,12.572518069074544,1.3830782720887815,0.6463551584395293,54,0.9469619260242563,0.8271278455839757,
2436,default,10.879557793080899,1.4121681301816935,0.7138811581465748,55,0.5259848786311182,0.6162829407299892,
2437,default,11.939941292184905,1.1155555360526166,0.6989648942922709,32,0.8862516793551276,0.8254006300000147,
2438,default,10.294286498787313,1.8802142434656794,0.16354181924710706,62,0.6635130434782609,0.681344905033934,
2439,default,10.997155185012382,1.5364209578310037,0.6007763292807968,41,0.5302645437085682,0.8456988221159893,
2440,default,10.792983027305185,1.3071279287528532,0.6291684976319516,38,0.6911328188245454,0.8514120028694512,
2441,default,8.494793874733032,1.2112169988688652,0.6998925833699526,29,0.4678938619713107,0.8376299985352278,
